 time            v(Clk)          v(Wr)           v(R0)           v(R1)           v(R2)           v(R3)           v(A0)           v(A1)           v(A2)           v(A3)           v(Xmain@0.net@117)
 2.40000000e-14  8.00000000e-01  8.00000000e-01  5.30821744e-01  5.30821744e-01  5.30821744e-01  5.30821744e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02377619e-01 
 4.80000000e-14  8.00000000e-01  8.00000000e-01  5.30893597e-01  5.30893597e-01  5.30893597e-01  5.30893597e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03597808e-01 
 9.60000000e-14  8.00000000e-01  8.00000000e-01  5.30031230e-01  5.30031230e-01  5.30031230e-01  5.30031230e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03105976e-01 
 1.92000000e-13  8.00000000e-01  8.00000000e-01  5.28252145e-01  5.28252145e-01  5.28252145e-01  5.28252145e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.01774082e-01 
 3.84000000e-13  8.00000000e-01  8.00000000e-01  5.24563575e-01  5.24563575e-01  5.24563575e-01  5.24563575e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.99677562e-01 
 7.68000000e-13  8.00000000e-01  8.00000000e-01  5.16733572e-01  5.16733572e-01  5.16733572e-01  5.16733572e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.95727058e-01 
 1.53600000e-12  8.00000000e-01  8.00000000e-01  5.00364502e-01  5.00364502e-01  5.00364502e-01  5.00364502e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.89892330e-01 
 2.40000000e-12  8.00000000e-01  8.00000000e-01  4.82286834e-01  4.82286834e-01  4.82286834e-01  4.82286834e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.84753155e-01 
 2.55360000e-12  8.00000000e-01  8.00000000e-01  4.79235185e-01  4.79235185e-01  4.79235185e-01  4.79235185e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.84046921e-01 
 2.86080000e-12  8.00000000e-01  8.00000000e-01  4.73229041e-01  4.73229041e-01  4.73229041e-01  4.73229041e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.82554066e-01 
