 time            v(Clk)          v(Wr)           v(R0)           v(R1)           v(R2)           v(R3)           v(A0)           v(A1)           v(A2)           v(A3)           v(Xmain@0.net@117)
 2.90000000e-14  8.00000000e-01  8.00000000e-01  5.30818665e-01  5.30818665e-01  5.30818665e-01  5.30818665e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02579245e-01 
 5.80000000e-14  8.00000000e-01  8.00000000e-01  5.30713366e-01  5.30713366e-01  5.30713366e-01  5.30713366e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03489233e-01 
 1.16000000e-13  8.00000000e-01  8.00000000e-01  5.29663814e-01  5.29663814e-01  5.29663814e-01  5.29663814e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02832111e-01 
 2.32000000e-13  8.00000000e-01  8.00000000e-01  5.27497542e-01  5.27497542e-01  5.27497542e-01  5.27497542e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.01311406e-01 
 4.64000000e-13  8.00000000e-01  8.00000000e-01  5.22973777e-01  5.22973777e-01  5.22973777e-01  5.22973777e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.98801189e-01 
 9.28000000e-13  8.00000000e-01  8.00000000e-01  5.13361947e-01  5.13361947e-01  5.13361947e-01  5.13361947e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.94344172e-01 
 1.85600000e-12  8.00000000e-01  8.00000000e-01  4.93576503e-01  4.93576503e-01  4.93576503e-01  4.93576503e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.87843680e-01 
 2.90000000e-12  8.00000000e-01  8.00000000e-01  4.72441677e-01  4.72441677e-01  4.72441677e-01  4.72441677e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.82226803e-01 
 3.08560000e-12  8.00000000e-01  8.00000000e-01  4.68959959e-01  4.68959959e-01  4.68959959e-01  4.68959959e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.81393396e-01 
 3.45680000e-12  8.00000000e-01  8.00000000e-01  4.62139415e-01  4.62139415e-01  4.62139414e-01  4.62139415e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.79643045e-01 
