 time            v(Clk)          v(Wr)           v(R0)           v(R1)           v(R2)           v(R3)           v(A0)           v(A1)           v(A2)           v(A3)           v(Xmain@0.net@117)
 2.00000000e-14  8.00000000e-01  8.00000000e-01  5.30793013e-01  5.30793013e-01  5.30793013e-01  5.30793013e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02125143e-01 
 4.00000000e-14  8.00000000e-01  8.00000000e-01  5.31036725e-01  5.31036725e-01  5.31036725e-01  5.31036725e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03673205e-01 
 8.00000000e-14  8.00000000e-01  8.00000000e-01  5.30323777e-01  5.30323777e-01  5.30323777e-01  5.30323777e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03337718e-01 
 1.60000000e-13  8.00000000e-01  8.00000000e-01  5.28849122e-01  5.28849122e-01  5.28849122e-01  5.28849122e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02143064e-01 
 3.20000000e-13  8.00000000e-01  8.00000000e-01  5.25816051e-01  5.25816051e-01  5.25816051e-01  5.25816051e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.00414189e-01 
 6.40000000e-13  8.00000000e-01  8.00000000e-01  5.19391942e-01  5.19391942e-01  5.19391942e-01  5.19391942e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.96901322e-01 
 1.28000000e-12  8.00000000e-01  8.00000000e-01  5.05846430e-01  5.05846430e-01  5.05846430e-01  5.05846430e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.91703308e-01 
 2.00000000e-12  8.00000000e-01  8.00000000e-01  4.90495087e-01  4.90495087e-01  4.90495087e-01  4.90495087e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.86925442e-01 
 2.12800000e-12  8.00000000e-01  8.00000000e-01  4.87848556e-01  4.87848556e-01  4.87848556e-01  4.87848556e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.86305966e-01 
 2.38400000e-12  8.00000000e-01  8.00000000e-01  4.82612651e-01  4.82612651e-01  4.82612651e-01  4.82612651e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.84950052e-01 
 2.89600000e-12  8.00000000e-01  8.00000000e-01  4.72552328e-01  4.72552328e-01  4.72552328e-01  4.72552328e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.82425200e-01 
 3.92000000e-12  8.00000000e-01  8.00000000e-01  4.54042436e-01  4.54042436e-01  4.54042436e-01  4.54042436e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.77425763e-01 
 5.92000000e-12  8.00000000e-01  8.00000000e-01  4.22606235e-01  4.22606235e-01  4.22606235e-01  4.22606235e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.61318674e-01 
 7.92000000e-12  8.00000000e-01  8.00000000e-01  3.94605546e-01  3.94605546e-01  3.94605546e-01  3.94605546e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.29243639e-01 
 9.92000000e-12  8.00000000e-01  8.00000000e-01  3.66454173e-01  3.66454173e-01  3.66454173e-01  3.66454173e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.80099004e-01 
 1.19200000e-11  8.00000000e-01  8.00000000e-01  3.34169881e-01  3.34169881e-01  3.34169881e-01  3.34169881e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.19944380e-01 
 1.39200000e-11  8.00000000e-01  8.00000000e-01  2.91988724e-01  2.91988724e-01  2.91988724e-01  2.91988724e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.54625784e-01 
 1.59200000e-11  8.00000000e-01  8.00000000e-01  2.35902821e-01  2.35902821e-01  2.35902821e-01  2.35902821e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.21727715e-02 
