 time            v(Clk)          v(Wr)           v(R0)           v(R1)           v(R2)           v(R3)           v(A0)           v(A1)           v(A2)           v(A3)           v(Xmain@0.net@117)
 5.00000000e-14  8.00000000e-01  8.00000000e-01  5.30613863e-01  5.30613863e-01  5.30613863e-01  5.30613863e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02857371e-01 
 1.00000000e-13  8.00000000e-01  8.00000000e-01  5.29945336e-01  5.29945336e-01  5.29945336e-01  5.29945336e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02986045e-01 
 2.00000000e-13  8.00000000e-01  8.00000000e-01  5.28096626e-01  5.28096626e-01  5.28096626e-01  5.28096626e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.01770717e-01 
 4.00000000e-13  8.00000000e-01  8.00000000e-01  5.24240000e-01  5.24240000e-01  5.24240000e-01  5.24240000e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.99442790e-01 
 8.00000000e-13  8.00000000e-01  8.00000000e-01  5.16065298e-01  5.16065298e-01  5.16065298e-01  5.16065298e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.95527292e-01 
 1.60000000e-12  8.00000000e-01  8.00000000e-01  4.99001031e-01  4.99001031e-01  4.99001031e-01  4.99001031e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.89400718e-01 
 3.20000000e-12  8.00000000e-01  8.00000000e-01  4.66774529e-01  4.66774529e-01  4.66774529e-01  4.66774529e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.80549354e-01 
 5.00000000e-12  8.00000000e-01  8.00000000e-01  4.36124337e-01  4.36124337e-01  4.36124337e-01  4.36124337e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.69529204e-01 
 5.32000000e-12  8.00000000e-01  8.00000000e-01  4.31334405e-01  4.31334405e-01  4.31334405e-01  4.31334405e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.66760808e-01 
 5.96000000e-12  8.00000000e-01  8.00000000e-01  4.21953181e-01  4.21953181e-01  4.21953181e-01  4.21953181e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.60306602e-01 
 7.24000000e-12  8.00000000e-01  8.00000000e-01  4.04019905e-01  4.04019905e-01  4.04019905e-01  4.04019905e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.41478605e-01 
 9.80000000e-12  8.00000000e-01  8.00000000e-01  3.68032589e-01  3.68032589e-01  3.68032589e-01  3.68032589e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.82825259e-01 
 1.48000000e-11  8.00000000e-01  8.00000000e-01  2.59692130e-01  2.59692130e-01  2.59692129e-01  2.59692130e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.29738081e-01 
 1.98000000e-11  8.00000000e-01  8.00000000e-01  1.09326939e-01  1.09326939e-01  1.09326939e-01  1.09326939e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.26413800e-02 
 2.48000000e-11  8.00000000e-01  8.00000000e-01  1.56711642e-02  1.56711642e-02  1.56711642e-02  1.56711643e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.58321841e-03 
 2.98000000e-11  8.00000000e-01  8.00000000e-01  1.37806471e-03  1.37806472e-03  1.37806471e-03  1.37806472e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.26604318e-03 
 3.48000000e-11  8.00000000e-01  8.00000000e-01  7.41528741e-04  7.41528741e-04  7.41528742e-04  7.41528745e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.60286089e-04 
 3.98000000e-11  8.00000000e-01  8.00000000e-01  1.30073713e-04  1.30073712e-04  1.30073711e-04  1.30073715e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.15631304e-04 
 4.48000000e-11  8.00000000e-01  8.00000000e-01  4.51479502e-04  4.51479501e-04  4.51479497e-04  4.51479500e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.04964248e-04 
