 time            v(Clk)          v(Wr)           v(R0)           v(R1)           v(R2)           v(R3)           v(A0)           v(A1)           v(A2)           v(A3)           v(Xmain@0.net@117)
 2.20000000e-14  8.00000000e-01  8.00000000e-01  5.30811936e-01  5.30811936e-01  5.30811936e-01  5.30811936e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02264597e-01 
 4.40000000e-14  8.00000000e-01  8.00000000e-01  5.30965301e-01  5.30965301e-01  5.30965301e-01  5.30965301e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03637347e-01 
 8.80000000e-14  8.00000000e-01  8.00000000e-01  5.30177639e-01  5.30177639e-01  5.30177639e-01  5.30177639e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03219995e-01 
 1.76000000e-13  8.00000000e-01  8.00000000e-01  5.28551410e-01  5.28551410e-01  5.28551410e-01  5.28551410e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.01959060e-01 
 3.52000000e-13  8.00000000e-01  8.00000000e-01  5.25192056e-01  5.25192056e-01  5.25192056e-01  5.25192056e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.00041419e-01 
 7.04000000e-13  8.00000000e-01  8.00000000e-01  5.18067906e-01  5.18067906e-01  5.18067906e-01  5.18067906e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.96306431e-01 
 1.40800000e-12  8.00000000e-01  8.00000000e-01  5.03102564e-01  5.03102564e-01  5.03102564e-01  5.03102564e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.90776000e-01 
 2.20000000e-12  8.00000000e-01  8.00000000e-01  4.86356723e-01  4.86356723e-01  4.86356723e-01  4.86356723e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.85815783e-01 
 2.34080000e-12  8.00000000e-01  8.00000000e-01  4.83500187e-01  4.83500187e-01  4.83500187e-01  4.83500187e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.85152716e-01 
 2.62240000e-12  8.00000000e-01  8.00000000e-01  4.77864382e-01  4.77864382e-01  4.77864382e-01  4.77864382e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.83732109e-01 
