 time            v(Clk)          v(Wr)           v(R0)           v(R1)           v(R2)           v(R3)           v(A0)           v(A1)           v(A2)           v(A3)           v(Xmain@0.net@117)
 2.95000000e-14  8.00000000e-01  8.00000000e-01  5.30816731e-01  5.30816731e-01  5.30816731e-01  5.30816731e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02594607e-01 
 5.90000000e-14  8.00000000e-01  8.00000000e-01  5.30695275e-01  5.30695275e-01  5.30695275e-01  5.30695275e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03477867e-01 
 1.18000000e-13  8.00000000e-01  8.00000000e-01  5.29626956e-01  5.29626956e-01  5.29626956e-01  5.29626956e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02805390e-01 
 2.36000000e-13  8.00000000e-01  8.00000000e-01  5.27421599e-01  5.27421599e-01  5.27421599e-01  5.27421599e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.01265315e-01 
 4.72000000e-13  8.00000000e-01  8.00000000e-01  5.22813416e-01  5.22813416e-01  5.22813416e-01  5.22813416e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.98715975e-01 
 9.44000000e-13  8.00000000e-01  8.00000000e-01  5.13022532e-01  5.13022532e-01  5.13022532e-01  5.13022532e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.94210882e-01 
 1.88800000e-12  8.00000000e-01  8.00000000e-01  4.92903881e-01  4.92903881e-01  4.92903881e-01  4.92903881e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.87649679e-01 
 2.95000000e-12  8.00000000e-01  8.00000000e-01  4.71484027e-01  4.71484027e-01  4.71484027e-01  4.71484027e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.81979222e-01 
 3.13880000e-12  8.00000000e-01  8.00000000e-01  4.67963282e-01  4.67963282e-01  4.67963282e-01  4.67963282e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.81130123e-01 
 3.51640000e-12  8.00000000e-01  8.00000000e-01  4.61068781e-01  4.61068781e-01  4.61068781e-01  4.61068781e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.79344727e-01 
 4.27160000e-12  8.00000000e-01  8.00000000e-01  4.48117349e-01  4.48117349e-01  4.48117349e-01  4.48117349e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.75414298e-01 
 5.78200000e-12  8.00000000e-01  8.00000000e-01  4.24734976e-01  4.24734976e-01  4.24734976e-01  4.24734976e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.62994929e-01 
 8.73200000e-12  8.00000000e-01  8.00000000e-01  3.82984538e-01  3.82984538e-01  3.82984537e-01  3.82984538e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.11009948e-01 
 1.16820000e-11  8.00000000e-01  8.00000000e-01  3.36908234e-01  3.36908234e-01  3.36908234e-01  3.36908234e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.27866436e-01 
 1.46320000e-11  8.00000000e-01  8.00000000e-01  2.70208043e-01  2.70208043e-01  2.70208043e-01  2.70208043e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.32019210e-01 
 1.75820000e-11  8.00000000e-01  8.00000000e-01  1.76832401e-01  1.76832401e-01  1.76832401e-01  1.76832401e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.30878349e-02 
