 time            v(Clk)          v(Wr)           v(R0)           v(R1)           v(R2)           v(R3)           v(A0)           v(A1)           v(A2)           v(A3)           v(Xmain@0.net@117)
 3.00000000e-14  8.00000000e-01  8.00000000e-01  5.30814559e-01  5.30814559e-01  5.30814559e-01  5.30814559e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02609266e-01 
 6.00000000e-14  8.00000000e-01  8.00000000e-01  5.30677173e-01  5.30677173e-01  5.30677173e-01  5.30677173e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.03466435e-01 
 1.20000000e-13  8.00000000e-01  8.00000000e-01  5.29590076e-01  5.29590076e-01  5.29590076e-01  5.29590076e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02778768e-01 
 2.40000000e-13  8.00000000e-01  8.00000000e-01  5.27345571e-01  5.27345571e-01  5.27345571e-01  5.27345571e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.01219271e-01 
 4.80000000e-13  8.00000000e-01  8.00000000e-01  5.22652815e-01  5.22652815e-01  5.22652815e-01  5.22652815e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.98631163e-01 
 9.60000000e-13  8.00000000e-01  8.00000000e-01  5.12682785e-01  5.12682785e-01  5.12682785e-01  5.12682785e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.94078462e-01 
 1.92000000e-12  8.00000000e-01  8.00000000e-01  4.92232587e-01  4.92232587e-01  4.92232587e-01  4.92232587e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.87457408e-01 
 3.00000000e-12  8.00000000e-01  8.00000000e-01  4.70531308e-01  4.70531308e-01  4.70531308e-01  4.70531308e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.81731759e-01 
 3.19200000e-12  8.00000000e-01  8.00000000e-01  4.66972176e-01  4.66972176e-01  4.66972176e-01  4.66972176e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.80866203e-01 
 3.57600000e-12  8.00000000e-01  8.00000000e-01  4.60004896e-01  4.60004896e-01  4.60004896e-01  4.60004896e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.79043557e-01 
 4.34400000e-12  8.00000000e-01  8.00000000e-01  4.46924808e-01  4.46924808e-01  4.46924808e-01  4.46924808e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.74974825e-01 
 5.88000000e-12  8.00000000e-01  8.00000000e-01  4.23302781e-01  4.23302781e-01  4.23302781e-01  4.23302781e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.61874769e-01 
 8.88000000e-12  8.00000000e-01  8.00000000e-01  3.80870905e-01  3.80870905e-01  3.80870905e-01  3.80870905e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.07432996e-01 
 1.18800000e-11  8.00000000e-01  8.00000000e-01  3.33196430e-01  3.33196430e-01  3.33196430e-01  3.33196430e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.21578480e-01 
 1.48800000e-11  8.00000000e-01  8.00000000e-01  2.62940535e-01  2.62940535e-01  2.62940535e-01  2.62940535e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.24211066e-01 
 1.78800000e-11  8.00000000e-01  8.00000000e-01  1.66468996e-01  1.66468996e-01  1.66468996e-01  1.66468996e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.72876598e-02 
 2.08800000e-11  8.00000000e-01  8.00000000e-01  7.54590533e-02  7.54590533e-02  7.54590533e-02  7.54590532e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.28353608e-02 
 2.38800000e-11  8.00000000e-01  8.00000000e-01  2.47747883e-02  2.47747883e-02  2.47747883e-02  2.47747883e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.67688186e-03 
 2.68800000e-11  8.00000000e-01  8.00000000e-01  7.84160630e-03  7.84160630e-03  7.84160630e-03  7.84160629e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.66632922e-03 
 2.98800000e-11  8.00000000e-01  8.00000000e-01  2.65386296e-03  2.65386295e-03  2.65386296e-03  2.65386295e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.81542613e-03 
 3.28800000e-11  8.00000000e-01  8.00000000e-01  1.10130016e-03  1.10130016e-03  1.10130016e-03  1.10130015e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.28046504e-03 
 3.58800000e-11  8.00000000e-01  8.00000000e-01  5.84680684e-04  5.84680686e-04  5.84680684e-04  5.84680684e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.12965368e-04 
